Car Name,Brand,Model,Color,Mileage_KM,Location,Posted Date,Price_EGP
Nissan Sentra 2021,Nissan,Sentra,Silver,130000,alexandria,6/2/2025,173886
Nissan Sentra 2024,Nissan,Sentra,Silver,16000,6-Oct,6/2/2025,333885
Nissan Sunny 2020,Nissan,Sunny,Silver,160000,heliopolis,6/2/2025,177984
Nissan Qashqai 2019,Nissan,Qashqai,Black,157000,maadi,6/2/2025,425060
Nissan Sunny 2016,Nissan,Sunny,Gray,210000,6-Oct,6/2/2025,259362
Nissan Sunny 2023,Nissan,Sunny,Red,4000,dikirnis,6/2/2025,191970
Nissan Qashqai 2017,Nissan,Qashqai,Mocha,183000,sheikh zayed city,6/2/2025,386205
Nissan Pick up 2020,Nissan,Pick up,White,150000,giza,6/2/2025,536912
Nissan Juke 2015,Nissan,Juke,Red,142500,cairo,6/2/2025,561417
Nissan Sentra 2018,Nissan,Sentra,Dark grey,128000,faiyum,6/2/2025,192901
Nissan Juke 2014,Nissan,Juke,Brown,120000,sheikh zayed city,6/2/2025,230387
Nissan Qashqai 2019,Nissan,Qashqai,Blue,125000,tagamo3 - new cairo,6/2/2025,385565
Nissan Sentra 2018,Nissan,Sentra,Black,166000,banha,6/2/2025,272224
Nissan Sunny 2022,Nissan,Sunny,Dark grey,49700,el mahalla,6/2/2025,459761
Nissan Juke 2021Verified User,Nissan,Juke,Red,69000,tagamo3 - new cairo,6/2/2025,524374
Nissan Sunny 2011,Nissan,Sunny,Bronze,200000,obour city,6/2/2025,416860
Nissan Sunny 2022,Nissan,Sunny,Silver,138000,tagamo3 - new cairo,6/2/2025,544186
Nissan Sunny 2015Verified User,Nissan,Sunny,Petroleum,57000,pyramids gardens,6/2/2025,193196
Nissan Tiida 2009,Nissan,Tiida,Gold,156000,el haram,6/2/2025,397314
Nissan Sunny 2023,Nissan,Sunny,Black,95000,giza,6/2/2025,513624
Nissan Sentra 2016,Nissan,Sentra,Gold,234000,monufia,6/2/2025,289812
Nissan Qashqai 2019,Nissan,Qashqai,Black,200000,tagamo3 - new cairo,6/2/2025,541717
Nissan Sunny 2016,Nissan,Sunny,Bronze,210000,red sea,6/2/2025,450753
Nissan Qashqai 2012,Nissan,Qashqai,Red,147000,giza,6/2/2025,527142
Nissan Qashqai 2016,Nissan,Qashqai,Red,170000,faiyum,6/2/2025,167541
Nissan Qashqai 2019,Nissan,Qashqai,White,136000,helwan,6/2/2025,356011
Nissan Tiida 2015,Nissan,Tiida,Red,240000,mokattam,6/2/2025,516731
Nissan Sentra 2019,Nissan,Sentra,Silver,347000,cairo,6/2/2025,556449
Nissan Sentra 2019,Nissan,Sentra,Gold,160000,madinaty,6/1/2025,522789
Nissan Sunny 2009,Nissan,Sunny,Black,180000,6-Oct,6/1/2025,285841
Nissan Qashqai 2019,Nissan,Qashqai,Eggplant,167000,nasr city,6/1/2025,473248
Nissan Sunny 2016,Nissan,Sunny,Black,116000,tanta,6/1/2025,300727
Nissan Sunny 2011,Nissan,Sunny,Dark blue,235000,hadayek october,6/1/2025,155822
Nissan Sentra 2018,Nissan,Sentra,Bronze,165000,al shorouk,6/1/2025,181295
Nissan Sentra 2017,Nissan,Sentra,Gray,169000,cairo,6/1/2025,405515
Nissan Sentra 2017,Nissan,Sentra,Black,161000,helwan,6/1/2025,288057
Nissan Sunny 2014,Nissan,Sunny,Bronze,180000,cairo,6/1/2025,297297
Nissan Sunny 2009,Nissan,Sunny,Silver,225000,nasr city,6/1/2025,591710
Nissan Sunny 2013,Nissan,Sunny,Red,230000,giza,6/1/2025,165180
Nissan Juke 2015,Nissan,Juke,White,139000,tagamo3 - new cairo,5/31/2025,530725
Nissan Sentra 2024,Nissan,Sentra,Silver,8000,maadi,5/31/2025,286853
Nissan Sunny 2020,Nissan,Sunny,Black,60000,cairo,5/31/2025,447887
Nissan Sunny 2019,Nissan,Sunny,Bronze,190000,10th of ramadan,5/31/2025,504036
Nissan Sunny 2016,Nissan,Sunny,Gold,131000,dyarb negm,5/31/2025,367423
Nissan Qashqai 2014,Nissan,Qashqai,Silver,184000,el haram,5/31/2025,406088
Nissan Qashqai 2018,Nissan,Qashqai,Bronze,102000,monufia,5/31/2025,431037
Nissan Sunny 2015,Nissan,Sunny,Dark red,193000,tagamo3 - new cairo,5/31/2025,574635
Nissan XTrail 2010,Nissan,XTrail,Black,223000,cairo,5/31/2025,210853
Nissan Sunny 2005,Nissan,Sunny,Silver,400000,etay al-barud,5/31/2025,160710
Nissan Sunny 2020,Nissan,Sunny,Silver,44500,nasr city,5/31/2025,401589
Nissan Sunny 2009,Nissan,Sunny,Gold,215000,cairo,5/31/2025,445915
Nissan Qashqai 2017,Nissan,Qashqai,Gray,115000,6-Oct,5/31/2025,431799
Nissan Juke 2021,Nissan,Juke,Red,161000,sadat city,5/31/2025,547980
Nissan Juke 2022,Nissan,Juke,Silver,90000,maadi,5/31/2025,288786
Nissan Sunny 2019Verified User,Nissan,Sunny,Red,60000,alexandria,5/31/2025,182387
Nissan Sentra 2020,Nissan,Sentra,Black,155000,nasr city,5/31/2025,391003
Nissan Sunny 2015,Nissan,Sunny,Black,200000,obour city,5/31/2025,287102
Nissan Sunny 2010,Nissan,Sunny,Beige,110000,cairo,5/30/2025,170935
Nissan Sunny 2010,Nissan,Sunny,Dark blue,130000,asyut,5/30/2025,242442
Nissan Sunny 2021,Nissan,Sunny,Bronze,147300,obour city,5/30/2025,365392
Nissan Sentra 2023,Nissan,Sentra,Other,58000,el minya,5/30/2025,469418
Nissan Sunny 2017,Nissan,Sunny,Silver,80000,tagamo3 - new cairo,5/30/2025,264576
Nissan Sentra 2017,Nissan,Sentra,Silver,280000,10th of ramadan,5/30/2025,308793
Nissan Tiida 2011,Nissan,Tiida,Silver,101000,6-Oct,5/30/2025,152438
Nissan Qashqai 2021,Nissan,Qashqai,Cyan,125000,al shorouk,5/30/2025,418650
Nissan Tiida 2010,Nissan,Tiida,Bronze,163000,giza,5/30/2025,409017
Nissan Qashqai 2019,Nissan,Qashqai,Red,165000,6-Oct,5/30/2025,399081
Nissan Sunny 2019,Nissan,Sunny,Gold,75000,alexandria,5/29/2025,215131
Nissan Sunny 2007,Nissan,Sunny,Silver,180000,el haram,5/29/2025,189489
Nissan Sunny 2019,Nissan,Sunny,Bronze,65000,tagamo3 - new cairo,5/29/2025,320266
Nissan Sunny 2020,Nissan,Sunny,Dark grey,135000,monufia,5/29/2025,399784
Nissan Qashqai 2019,Nissan,Qashqai,Brown,165000,el qanater el khayreya,5/29/2025,479223
Nissan Sunny 2019,Nissan,Sunny,Black,148200,tanta,5/29/2025,499568
Nissan Sunny 2022,Nissan,Sunny,Bronze,33000,nasr city,5/29/2025,249610
Nissan Sunny 2016,Nissan,Sunny,Silver,300000,el haram,5/29/2025,419560
Nissan Sunny 2013,Nissan,Sunny,Black,297000,nasr city,5/29/2025,485633
Nissan Sunny 2009,Nissan,Sunny,Dark blue,245000,khanka,5/29/2025,325891
Nissan Sunny 2009,Nissan,Sunny,Red,190000,beheira,5/29/2025,264048
Nissan Sunny 2015,Nissan,Sunny,Black,325000,giza,5/29/2025,577330
Nissan Sentra 2016,Nissan,Sentra,Silver,225000,cairo,5/29/2025,370391
Nissan Sentra 2016,Nissan,Sentra,Dark grey,140070,red sea,5/28/2025,346192
Nissan Juke 2011Verified User,Nissan,Juke,White,130000,faqous,5/28/2025,483080
Nissan Sunny 2017,Nissan,Sunny,Silver,258000,giza,5/28/2025,277779
Nissan Qashqai 2014,Nissan,Qashqai,White,82160,sharqia,5/28/2025,552845
Nissan Sunny 2007,Nissan,Sunny,Dark green,290000,badr city,5/28/2025,307045
Nissan Sentra 2019,Nissan,Sentra,Black,85000,nasr city,5/28/2025,478309
Nissan Sentra 2016,Nissan,Sentra,Bronze,200000,obour city,5/28/2025,412405
Nissan Sunny 2018,Nissan,Sunny,Black,177000,alexandria,5/28/2025,375766
Nissan Juke 2021,Nissan,Juke,Red,250000,tagamo3 - new cairo,5/28/2025,430607
Nissan Sunny 2022,Nissan,Sunny,Gray,84000,shibin el kom,5/27/2025,280362
Nissan Qashqai 2016,Nissan,Qashqai,Eggplant,204000,shobra,5/27/2025,214265
Nissan Sunny 2020Verified User,Nissan,Sunny,Gray,161000,sheikh zayed city,5/27/2025,185917
Nissan Tiida 2015,Nissan,Tiida,White,208000,tagamo3 - new cairo,5/27/2025,581788
Nissan Qashqai 2016Verified User,Nissan,Qashqai,Red,102000,tagamo3 - new cairo,5/27/2025,513643
Nissan Juke 2014,Nissan,Juke,Dark red,128000,sheraton,5/27/2025,553633
Nissan Sunny 2007,Nissan,Sunny,Black,177650,el minya,5/27/2025,542538
Nissan Sunny 2017,Nissan,Sunny,Gray,200000,cairo,5/27/2025,288724
Nissan Qashqai 2020,Nissan,Qashqai,Blue,50000,cairo,5/26/2025,420775
Nissan Sentra 2016,Nissan,Sentra,Silver,135000,luxor,5/27/2025,276811
Nissan Sentra 2016,Nissan,Sentra,Red,130000,monufia,5/27/2025,381816
Nissan Sunny 2014,Nissan,Sunny,Black,210000,cairo,5/27/2025,186441
Nissan Pick up 2015,Nissan,Pick up,White,122000,banha,5/26/2025,521531
Nissan Sunny 2008,Nissan,Sunny,Gold,218000,mansoura,5/26/2025,366500
Nissan Qashqai 2021,Nissan,Qashqai,Dark red,113000,heliopolis,5/26/2025,301992
Nissan Sunny 2013,Nissan,Sunny,Black,242000,nasr city,5/26/2025,153978
Nissan Sunny 2013,Nissan,Sunny,Gold,190000,mansoura,5/26/2025,277747
Nissan Qashqai 2013,Nissan,Qashqai,Black,,pyramids gardens,5/26/2025,417365
Nissan Sunny 2018,Nissan,Sunny,Black,90000,6-Oct,5/26/2025,381421
Nissan Sunny 2017,Nissan,Sunny,Black,146000,obour city,5/26/2025,578829
Nissan Qashqai 2017,Nissan,Qashqai,White,147000,heliopolis,5/26/2025,425649
Nissan Sunny 2021,Nissan,Sunny,Bronze,175000,sheikh zayed city,5/25/2025,524314
Nissan Sentra 2022,Nissan,Sentra,Silver,860000,heliopolis,5/25/2025,545251
Nissan Sunny 2010,Nissan,Sunny,Silver,290000,kafr el-sheikh,5/25/2025,269951
Nissan Qashqai 2017,Nissan,Qashqai,Silver,154000,al shorouk,5/25/2025,184948
Nissan Sentra 2018,Nissan,Sentra,Black,100000,mansoura,5/25/2025,535774
Nissan Qashqai 2018,Nissan,Qashqai,Brown,136000,tagamo3 - new cairo,5/25/2025,250023
Nissan Sunny 1999,Nissan,Sunny,Green,355000,tagamo3 - new cairo,5/25/2025,210283
Nissan Juke 2014,Nissan,Juke,Dark grey,222670,sohag,5/25/2025,439883
Nissan Urvan 2014,Nissan,Urvan,White,70000,el salam city,5/25/2025,543701
Nissan Qashqai 2019,Nissan,Qashqai,Gray,130000,10th of ramadan,5/25/2025,403052
Nissan Sunny 2015,Nissan,Sunny,Red,155000,el salam city,5/25/2025,354027
Nissan Tiida 2006,Nissan,Tiida,Gold,370000,aswan,5/25/2025,180757
Nissan Qashqai 2016,Nissan,Qashqai,Red,179000,mokattam,5/24/2025,247401
Nissan Juke 2014,Nissan,Juke,Black,160000,agamy,5/24/2025,170199
Nissan Sunny 2013,Nissan,Sunny,Black,191000,minya al qamh,5/24/2025,568706
Nissan Qashqai 2013,Nissan,Qashqai,Silver,209000,6-Oct,5/24/2025,586519
Nissan Sentra 2016,Nissan,Sentra,Other,136000,agamy,5/24/2025,205895
Nissan Qashqai 2017,Nissan,Qashqai,Bronze,103500,cairo,5/24/2025,513350
Nissan Sunny 2013,Nissan,Sunny,Silver,235000,mohandessin,5/24/2025,325332
Nissan Sunny 1999,Nissan,Sunny,Gray,,alexandria,5/24/2025,259828
Nissan XTrail 2015,Nissan,XTrail,Red,260000,heliopolis,5/24/2025,188177
Nissan Qashqai 2019,Nissan,Qashqai,Blue,87000,tagamo3 - new cairo,5/24/2025,216241
Nissan Tiida 2008,Nissan,Tiida,Silver,260000,mansoura,5/24/2025,592306
Nissan Sentra 2020,Nissan,Sentra,Red,105000,maadi,5/23/2025,192709
Nissan Juke 2016,Nissan,Juke,Black,128000,shobra,5/23/2025,373796
Nissan Sunny 1995,Nissan,Sunny,Black,300000,faqous,5/23/2025,349093
Nissan Sentra 2022,Nissan,Sentra,Silver,56000,el haram,5/23/2025,240436
Nissan Sunny 2016,Nissan,Sunny,Bronze,225000,shibin el kom,5/23/2025,246351
Nissan Sunny 2024,Nissan,Sunny,Black,30000,tagamo3 - new cairo,5/23/2025,309887
Nissan Tiida 2008,Nissan,Tiida,Red,173000,cairo,5/23/2025,163584
Nissan Sentra 2023,Nissan,Sentra,Other,31500,pyramids gardens,5/23/2025,433548
Nissan Qashqai 2022,Nissan,Qashqai,Blue,66000,mokattam,5/23/2025,546472
Nissan Sunny 2018,Nissan,Sunny,Black,190000,shibin el kom,5/23/2025,416184
Nissan Sunny 2019,Nissan,Sunny,Red,200000,damanhur,5/23/2025,521241
Nissan Sunny 2022,Nissan,Sunny,Silver,105000,cairo,5/23/2025,234702
Nissan Sentra 2017,Nissan,Sentra,Red,190000,pyramids gardens,5/23/2025,580712
Nissan Sunny 2008,Nissan,Sunny,Dark red,300000,tagamo3 - new cairo,5/22/2025,366207
Nissan Sunny 2013,Nissan,Sunny,Bronze,245000,nasr city,5/22/2025,538262
Nissan Sunny 2012,Nissan,Sunny,Gray,250000,tagamo3 - new cairo,5/22/2025,433176
Nissan Sentra 2021,Nissan,Sentra,Red,120000,faiyum,5/22/2025,237521
Nissan Sunny 2018,Nissan,Sunny,Red,62000,el haram,5/22/2025,318632
Nissan Sunny 2021,Nissan,Sunny,Mocha,70000,cairo,5/22/2025,196860
Nissan Sunny 2011Verified User,Nissan,Sunny,Black,541000,sheikh zayed city,5/22/2025,515775
Nissan Sunny 2021Verified User,Nissan,Sunny,Black,84000,giza,5/22/2025,406587
Nissan Sunny 2024,Nissan,Sunny,Gray,11000,sharqia,5/22/2025,324984
Nissan Juke 2013,Nissan,Juke,White,220000,tagamo3 - new cairo,5/22/2025,241632
Nissan Qashqai 2017,Nissan,Qashqai,Dark grey,140000,monufia,5/22/2025,499606
Nissan Juke 2013,Nissan,Juke,Black,136000,alexandria,5/22/2025,220293
Nissan Qashqai 2014,Nissan,Qashqai,Silver,245000,6-Oct,5/22/2025,341038
Nissan Sentra 2018,Nissan,Sentra,Black,113500,mokattam,5/22/2025,464289
Nissan Juke 2021,Nissan,Juke,Silver,140000,maadi,5/22/2025,592212
Nissan Qashqai 2016,Nissan,Qashqai,White,153000,al shorouk,5/22/2025,533100
Nissan Sunny 2005,Nissan,Sunny,Silver,370000,sharqia,5/22/2025,259737
Nissan Qashqai 2017,Nissan,Qashqai,Dark red,190000,hadayek october,5/21/2025,473628
Nissan Qashqai 2022,Nissan,Qashqai,Silver,44000,zamalek,5/21/2025,303016
Nissan Qashqai 2018,Nissan,Qashqai,Blue,93000,nasr city,5/21/2025,163957
Nissan Sentra 2021,Nissan,Sentra,Champagne,125000,6-Oct,5/21/2025,455452
Nissan Qashqai 2021,Nissan,Qashqai,White,60000,sheikh zayed city,5/21/2025,392567
Nissan Qashqai 2017,Nissan,Qashqai,Silver,185000,el haram,5/21/2025,468278
Nissan Sunny 2010Verified User,Nissan,Sunny,Dark blue,153000,alexandria,5/21/2025,410020
Nissan Qashqai 2014,Nissan,Qashqai,Silver,370000,el marg,5/21/2025,200223
Nissan Sunny 2016,Nissan,Sunny,Bronze,150000,6-Oct,5/21/2025,361179
Nissan Sunny 2012,Nissan,Sunny,Black,184000,damanhur,5/20/2025,421754
Nissan Sunny 2001,Nissan,Sunny,Blue,216000,cairo,5/20/2025,415397
Nissan Sunny 2021,Nissan,Sunny,Dark red,95000,el manial,5/20/2025,532800
Nissan Qashqai 2017,Nissan,Qashqai,Black,70000,sheikh zayed city,5/20/2025,221477
Nissan Sentra 2017,Nissan,Sentra,Black,168000,10th of ramadan,5/20/2025,373907
Nissan Sunny 2011,Nissan,Sunny,Silver,170000,6-Oct,5/20/2025,375994
Nissan Sunny 2008,Nissan,Sunny,Gold,219000,mohandessin,5/20/2025,189683
Nissan Sunny 2020,Nissan,Sunny,Brown,160000,kerdasa,5/20/2025,327938
Nissan Sentra 2019,Nissan,Sentra,Red,23000,alexandria,5/20/2025,430633
Nissan Juke 2016,Nissan,Juke,Yellow,152000,hadayek october,5/20/2025,522566
Nissan Qashqai 2013,Nissan,Qashqai,Silver,250000,alexandria,5/20/2025,534226
Nissan Qashqai 2020,Nissan,Qashqai,Dark blue,120000,sohag,5/20/2025,481711
Nissan XTrail 2026,Nissan,XTrail,White,,sheikh zayed city,5/19/2025,366188
Nissan Juke 2013,Nissan,Juke,Black,99000,tagamo3 - new cairo,5/19/2025,595338
Nissan Sunny 2018,Nissan,Sunny,Bronze,70000,el haram,5/19/2025,304081
Nissan Sunny 2018,Nissan,Sunny,Bronze,147000,obour city,5/19/2025,367736
Nissan Sentra 2018,Nissan,Sentra,Dark grey,43000,shobra,5/19/2025,180561
Nissan Sunny 2014,Nissan,Sunny,Black,220000,ismailia,5/19/2025,579146
Nissan Sunny 2022,Nissan,Sunny,Silver,,imbaba,5/19/2025,512583
Nissan Sentra 2018,Nissan,Sentra,Bronze,50000,cairo,5/19/2025,244996
Nissan Qashqai 2017,Nissan,Qashqai,Dark grey,190000,cairo,5/19/2025,506032
Nissan Sentra 2022,Nissan,Sentra,Dark blue,130000,nasr city,5/19/2025,405048
Nissan Sunny 2013,Nissan,Sunny,Eggplant,120000,cairo,5/19/2025,217749
Nissan Sunny 2010,Nissan,Sunny,Black,224000,heliopolis,5/19/2025,170976
Nissan Sunny 2020,Nissan,Sunny,Dark grey,177000,shobra,5/19/2025,531400
Nissan Sentra 2019,Nissan,Sentra,Black,217000,6-Oct,5/19/2025,254903
Nissan Tiida 2006,Nissan,Tiida,Gold,214000,suez,5/19/2025,334179
Nissan Sunny 2017,Nissan,Sunny,Silver,111000,mansoura,5/19/2025,367682
Nissan Sunny 2020,Nissan,Sunny,Bronze,114000,el mahalla,5/18/2025,302177
Nissan Sentra 2020,Nissan,Sentra,Gray,205000,cairo,5/18/2025,522395
Nissan Sunny 2017,Nissan,Sunny,Bronze,150000,el salam city,5/18/2025,448518
Nissan Qashqai 2017,Nissan,Qashqai,White,130000,cairo,5/18/2025,380462
Nissan Sunny 2015,Nissan,Sunny,Gray,200000,faiyum,5/18/2025,239036
Nissan Sentra 2023,Nissan,Sentra,Gold,30000,al shorouk,5/18/2025,571483
Nissan Sentra 2024Verified User,Nissan,Sentra,Red,,tagamo3 - new cairo,5/15/2025,596891
Nissan Sunny 2016,Nissan,Sunny,Other,88000,nasr city,5/18/2025,371792
Nissan XTrail 2008,Nissan,XTrail,Black,170000,heliopolis,4/23/2025,187400
Nissan Sunny 2022,Nissan,Sunny,Bronze,90000,alexandria,5/17/2025,483150
Nissan Sentra 2018,Nissan,Sentra,Dark grey,187000,tagamo3 - new cairo,5/17/2025,190872
Nissan Sentra 2021,Nissan,Sentra,Silver,49000,10th of ramadan,5/17/2025,585591
Nissan Sunny 2020,Nissan,Sunny,Red,110000,cairo,5/17/2025,169971
Nissan Qashqai 2018,Nissan,Qashqai,Red,180000,mansoura,5/17/2025,514009
Nissan Sentra 2025Verified User,Nissan,Sentra,Gray,10000,tagamo3 - new cairo,5/17/2025,171188
Nissan Sunny 1999,Nissan,Sunny,Silver,120000,6-Oct,5/17/2025,223187
Nissan Sunny 2021,Nissan,Sunny,Black,36000,nasr city,5/17/2025,490616
Nissan Sunny 2019,Nissan,Sunny,Black,148000,6-Oct,5/17/2025,565720
Nissan Qashqai 2018,Nissan,Qashqai,Black,240000,obour city,5/17/2025,235879
Nissan Sunny 2019,Nissan,Sunny,Gray,119000,imbaba,5/17/2025,477420
Nissan Sunny 2004,Nissan,Sunny,Silver,350000,6-Oct,5/17/2025,428411
Nissan Sunny 2022,Nissan,Sunny,Champagne,92000,cairo,5/17/2025,544968
Nissan Sunny 2021,Nissan,Sunny,Red,168000,qalyubia,5/16/2025,191216
Nissan Sentra 2024,Nissan,Sentra,Red,20000,nasr city,5/16/2025,480090
Nissan Sunny 2021,Nissan,Sunny,Black,104000,ashmoun,5/16/2025,307304
Nissan Sunny 2011,Nissan,Sunny,Dark red,220000,banha,5/16/2025,360348
Nissan Sunny 2010,Nissan,Sunny,Silver,200000,nasr city,5/16/2025,175708
Nissan Datsun 1982,Nissan,Datsun,Black,,sohag,5/16/2025,334611
Nissan Sunny 2019,Nissan,Sunny,Red,170000,giza,5/16/2025,276371
Nissan Sunny 2020,Nissan,Sunny,Black,100000,giza,5/16/2025,570377
Nissan Juke 2015,Nissan,Juke,Black,137000,tagamo3 - new cairo,5/16/2025,274207
Nissan Sunny 2010,Nissan,Sunny,Silver,176000,cairo,5/16/2025,250786
Nissan Sunny 2021,Nissan,Sunny,Black,70000,nasr city,5/16/2025,409507
Nissan Qashqai 2018,Nissan,Qashqai,Gray,145000,nasr city,5/16/2025,571383
Nissan Qashqai 2018,Nissan,Qashqai,Petroleum,147000,cairo,5/16/2025,335211
Nissan Sunny 2020,Nissan,Sunny,Red,65000,mansoura,5/15/2025,504109
Nissan Sentra 2024,Nissan,Sentra,Silver,33000,mansoura,5/15/2025,275591
Nissan Qashqai 2021,Nissan,Qashqai,White,87000,heliopolis,5/15/2025,435834
Nissan Qashqai 2017,Nissan,Qashqai,Silver,156000,alexandria,5/15/2025,524059
Nissan Tiida 2015Verified User,Nissan,Tiida,Red,123000,6-Oct,5/15/2025,366105
Nissan Qashqai 2019,Nissan,Qashqai,Bronze,83000,tagamo3 - new cairo,5/15/2025,356683
Nissan Sunny 2022,Nissan,Sunny,Black,24000,shibin el qanater,5/15/2025,490789
Nissan Sunny 2009,Nissan,Sunny,Silver,333000,6-Oct,5/15/2025,589563
Nissan Sunny 1999,Nissan,Sunny,White,140000,heliopolis,5/15/2025,163244
Nissan Qashqai 2018,Nissan,Qashqai,Red,225000,cairo,5/15/2025,371667
Nissan Qashqai 2018,Nissan,Qashqai,Red,125000,sheikh zayed city,5/15/2025,539177
Nissan Tiida 2007,Nissan,Tiida,Black,250000,al shorouk,5/14/2025,582660
Nissan Pathfinder 2013,Nissan,Pathfinder,Black,200000,cairo,5/14/2025,330766
Nissan Sunny 2009,Nissan,Sunny,Blue,225000,tagamo3 - new cairo,5/14/2025,467276
Nissan Qashqai 2017,Nissan,Qashqai,White,113000,cairo,5/14/2025,396805
Nissan Juke 2014,Nissan,Juke,Red,120000,tagamo3 - new cairo,5/14/2025,239883
Nissan Juke 2015,Nissan,Juke,White,179000,ismailia,5/14/2025,218882
Nissan Juke 2023,Nissan,Juke,Silver,8000,6-Oct,5/14/2025,392781
Nissan Sunny 2019,Nissan,Sunny,Dark grey,38000,beni suef,5/14/2025,240903
Nissan Sunny 2014,Nissan,Sunny,Gold,98000,ain shams,5/14/2025,586337
Nissan Qashqai 2017,Nissan,Qashqai,Eggplant,98000,suez,5/14/2025,524897
Nissan Sunny 2014,Nissan,Sunny,Dark grey,280000,el minya,5/14/2025,321575
Nissan Qashqai 2019,Nissan,Qashqai,Blue,169000,nasr city,5/14/2025,449345
Nissan Sunny 2019,Nissan,Sunny,Bronze,140000,cairo,5/14/2025,349589
Nissan Sentra 2023,Nissan,Sentra,Silver,39000,sheikh zayed city,5/13/2025,196844
Nissan Qashqai 2024,Nissan,Qashqai,Black,8500,tagamo3 - new cairo,5/14/2025,466572
Nissan Sentra 2019,Nissan,Sentra,Black,143000,asyut,5/13/2025,296473
Nissan Sunny 2023,Nissan,Sunny,Silver,36000,rosetta,5/13/2025,244690
Nissan Sunny 2012,Nissan,Sunny,Blue,220000,beni suef,5/13/2025,225086
Nissan Sunny 2020Verified User,Nissan,Sunny,Red,88000,heliopolis,5/13/2025,468230
Nissan Sentra 2019,Nissan,Sentra,Black,140000,qena,5/13/2025,438131
Nissan Sunny 1999,Nissan,Sunny,White,360000,cairo,5/13/2025,566151
Nissan Qashqai 2012,Nissan,Qashqai,Bronze,334500,sheikh zayed city,5/13/2025,316104
Nissan Qashqai 2022Verified User,Nissan,Qashqai,Gray,111000,cairo,5/13/2025,246317
Nissan Sunny 2017,Nissan,Sunny,Black,220000,imbaba,5/13/2025,229671
Nissan Bluebird 2015,Nissan,Bluebird,Silver,300000,el minya,5/13/2025,461446
